id;en;de;fr;it;es;zh;ja;ko;pt;pl;ru;tr
SKILL_PERMANENT_BLOOD_CIRCLE_DESC;Each 6 seconds a flood is erupting from you, dealing 20 damage to surrounding enemies. Damage is scaling with your melee damage and with skill stacks. Cooldown is reduced by 20% for each skill stacks. Scales with AoE size.;Alle 6 s bricht eine Flut aus dir hervor, die umliegenden Gegnern 20 Schaden zufügt. Der Schaden skaliert mit deinem Nahkampfschaden und mit Skill-Stacks. Die Abklingzeit wird für jeden Skill-Stack um 20% verringert. Skaliert mit der AoE-Größe.;Toutes les 6 secondes, un déluge jaillit de vous, infligeant 20 points de dégâts aux ennemis environnants. Les dégâts sont proportionnels à vos dégâts de mêlée et aux empilements de compétences. Le temps de recharge est réduit de 20% pour chaque pile de compétence. S'adapte à la taille de l'AoE.;Ogni 6 secondi un'inondazione erutta da voi, infliggendo 20 danni ai nemici circostanti. I danni scalano con i danni in mischia e con le pile di abilità. Il cooldown si riduce del 20% per ogni stack di abilità. Scala con la dimensione dell'AoE.;Cada 6 segundos brota de ti un torrente que inflige 20 de daño a los enemigos circundantes. El daño se escala con tu daño cuerpo a cuerpo y con las acumulaciones de la habilidad. El enfriamiento se reduce un 20% por cada acumulación de habilidad. Escala con el tamaño del AoE.;每6秒从你身上爆发出一股洪水，对周围的敌人造成20点伤害。伤害与你的近战伤害和技能叠加成比例。每个技能叠加后，冷却时间减少20%。与AOE大小成正比。;6秒ごとに自分から水が噴出し、周囲の敵に20ダメージを与える。ダメージは自分のMeleeダメージとスキルのスタックによって変化する。クールダウンはスキルのスタック数に応じて20%減少する。AoEの大きさによって変化する。;6초마다 몸에서 홍수가 분출하여 주변 적에게 20의 피해를 줍니다. 피해량은 근접 공격력과 스킬 중첩에 따라 증가합니다. 스킬 중첩이 쌓일 때마다 재사용 대기시간이 20% 감소합니다. 광역 공격의 크기에 따라 증가합니다.;A cada 6 segundos uma inundação irrompe de si, causando 20 danos aos inimigos circundantes. Os danos são escalonados com os seus danos corpo-a-corpo e com pilhas de perícia. O arrefecimento é reduzido em 20% para cada pilha de perícias. Escalas com tamanho de AoE.;Co 6 sek. wybucha z ciebie powódź, zadając 20 pkt. obrażeń okolicznym wrogom. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz i kumulacją umiejętności. Czas odnowienia zostaje skrócony o 20% za każdy poziom kumulacji umiejętności. Skaluje się wraz z zasięgiem obszarowym.;Каждые 6 секунд из вас вырывается поток, наносящий 20 ед. урона окружающим врагам. Урон зависит от вашего урона в ближнем бою и от стаков умений. Время действия уменьшается на 20% за каждый стак умения. Масштаб зависит от размера АоЕ.;Her 6 saniyede bir sizden bir sel püskürerek çevrenizdeki düşmanlara 20 hasar verir. Hasar, yakın dövüş hasarınızla ve beceri yükleriyle ölçeklenir. Her beceri yükü için bekleme süresi %20 azalır. Etki alanı boyutuyla ölçeklenir.
SKILL_ATK_SMASH_AREA_DESC;Create a groundslam.;Erzeugt einen Erdstoß.;Créez une lame de fond.;Crea una scarica di terra.;Crea un golpe de tierra.;创造一个地面冲击。;グランドスラムを発生させる。;지면 강타를 생성합니다.;Crie um groundslam.;Stwórz groundlam.;"Создайте ""грунтовый шлем"".";Bir yer darbesi yarat.
SKILL_HIT_SMASH_AREA_DESC;Create a groundslam.;Erzeugt einen Erdstoß.;Créez une lame de fond.;Creare una scarica di terra.;Crea un golpe de tierra.;创造一个地面冲击。;グランドスラムを発生させる。;지면 강타를 생성합니다.;Crie um groundslam.;Stwórz groundlam.;"Создайте ""грунтовый шлем"".";Bir yer darbesi yarat.
;;;;;;;;;;;;
SKILL_CRIT_CHANCE_DESC;Increases the critical hit chance and the critical hit damage of all attacks and skills.;Erhöht die kritische Trefferchance und den kritischen Trefferschaden aller Angriffe und Skills.;Augmente les chances de coup critique et les dégâts des coups critiques de toutes les attaques et compétences.;Aumenta la probabilità di colpo critico e i danni da colpo critico di tutti gli attacchi e le abilità.;Aumenta la probabilidad de golpe crítico y el daño de golpe crítico de todos los ataques y habilidades.;增加所有攻击和技能的关键命中机会和关键命中伤害。;すべての攻撃とスキルのクリティカルヒット確率とクリティカルヒットダメージを増加させる。;모든 공격과 스킬의 치명타 확률과 치명타 공격력이 증가합니다.;Aumenta a probabilidade de acerto crítico e o dano de acerto crítico de todos os ataques e habilidades.;Zwiększa szansę na trafienie krytyczne i obrażenia od trafienia krytycznego wszystkich ataków i umiejętności.;Увеличивает шанс критического попадания и урон от критического попадания всех атак и умений.;Tüm saldırı ve becerilerin kritik vuruş şansını ve kritik vuruş hasarını artırır.
SKILL_MELEE_ATK_FISSURE_DESC;Your melee attacks have a 50% chance to create a traveling fissure, which can replicate itself 2 times. Fissure knocks back enemies. Damage is scaling with your melee damage and with skill stacks. Fissure size scales with AoE size.;Deine Nahkampfangriffe haben eine Chance von 50%, einen wandernden Riss zu erzeugen, der sich 2 Mal replizieren kann. Der Riss stößt Feinde zurück. Der Schaden skaliert mit deinem Nahkampfschaden und mit Skill-Stacks. Die Größe des Risses skaliert mit der AoE-Größe.;Vos attaques de mêlée ont 50% de chances de créer une fissure itinérante, qui peut se répliquer 2 fois. La fissure fait reculer les ennemis. Les dégâts sont proportionnels à vos dégâts de mêlée et aux piles de compétences. La taille de la fissure augmente avec la taille de l'AoE.;I tuoi attacchi in mischia hanno una probabilità del 50% di creare una fenditura itinerante, che può replicarsi 2 volte. La fenditura fa indietreggiare i nemici. I danni scalano con i danni in mischia e con le pile di abilità. La dimensione della fenditura varia in base alla dimensione dell'AoE.;Tus ataques cuerpo a cuerpo tienen un 50% de probabilidad de crear una fisura itinerante, que puede replicarse 2 veces. La fisura hace retroceder a los enemigos. El daño se escala con tu daño cuerpo a cuerpo y con las acumulaciones de habilidad. El tamaño de la fisura varía con el tamaño del AoE.;你的近战攻击有50%的几率产生一个移动的裂缝，它可以自我复制2次。裂缝会将敌人击退。伤害与你的近战伤害和技能叠加成正比。裂缝大小与AOE大小成比例。;あなたの近接攻撃は50％の確率で、2回複製可能な旅する亀裂を作ることができる。Fissureは敵をノックバックさせる。ダメージはあなたのMeleeダメージとスキルのスタックに比例する。亀裂の大きさはAoEの大きさに比例する。;근접 공격 시 50%의 확률로 이동하는 균열이 생성되며, 이 균열은 2번 복제할 수 있습니다. 균열은 적을 밀어냅니다. 피해량은 근접 공격력과 스킬 중첩에 따라 증가합니다. 균열의 크기는 광역 공격의 크기에 따라 증가합니다.;Os seus ataques corpo a corpo têm 50% de hipóteses de criar uma fissura itinerante, que se pode replicar 2 vezes. A fissura faz recuar os inimigos. Os danos são escalonados com os seus ataques corpo-a-corpo e com pilhas de perícia. Escalas de tamanho de fissuras com tamanho de AoE.;Twoje ataki w zwarciu mają 50% szans na stworzenie podróżującej szczeliny, która może się powielić 2 razy. Szczelina odrzuca wrogów. Obrażenia skalują się wraz z obrażeniami zadawanymi w walce wręcz i kumulacją umiejętności. Rozmiar szczeliny skaluje się z rozmiarem obszaru działania.;Ваши атаки ближнего боя с вероятностью 50% создают путешествующую трещину, которая может повториться 2 раза. Расщелина отбрасывает врагов назад. Урон зависит от вашего урона в ближнем бою и от стаков умений. Размер трещины зависит от размера АоЕ.;Yakın dövüş saldırılarınızın, kendini 2 kez çoğaltabilen gezici bir çatlak yaratma şansı %50'dir. Çatlak düşmanları geri savurur. Hasar, yakın dövüş hasarınız ve beceri yüklerinizle ölçeklenir. Çatlak boyutu, etki alanı boyutuyla ölçeklenir.
SKILL_ATK_REP_RANGE_PROJECTILE_SHIELD_DESC;Your projectiles are surrounding you like a protective shield. Radius scales with Area of Effect. Swirl time scales with projectile range.;Deine Geschosse umgeben dich wie ein Schutzschild.;Vos projectiles vous entourent comme un bouclier protecteur. Le rayon est fonction de la zone d'effet. La durée du tourbillon est fonction de la portée des projectiles.;I vostri proiettili vi circondano come uno scudo protettivo. Il raggio varia in base all'Area d'effetto. Il tempo di rotazione varia in base alla gittata del proiettile.;Tus proyectiles te rodean como un escudo protector. El radio depende del área de efecto. El tiempo del remolino depende del alcance del proyectil.;你的射弹会像保护罩一样围绕着你。半径与效果范围成比例。漩涡时间与射程成比例。;投擲物がシールドのようにあなたを取り囲む。半径は効果範囲に比例する。渦巻きの時間は射程に比例する。;투사체가 보호막처럼 플레이어를 둘러싸고 있습니다. 반경은 효과 범위에 따라 증가합니다. 소용돌이 시간은 투사체 사거리에 따라 증가합니다.;Os teus projécteis rodeiam-te como um escudo protetor. O raio escala com a Área de Efeito. O tempo do redemoinho é proporcional ao alcance do projétil.;Twoje pociski otaczają cię niczym tarcza ochronna. Promień skaluje się z obszarem działania. Czas wirowania skaluje się z zasięgiem pocisku.;Ваши снаряды окружают вас, как защитный щит. Радиус зависит от площади поражения. Время завихрения зависит от дальности полета снаряда.;Mermileriniz sizi koruyucu bir kalkan gibi çevreler. Yarıçap, Etki Alanı ile ölçeklenir. Girdap süresi mermi menzili ile ölçeklenir.
SKILL_RANGE_DEATH_BURST_DESC;Your projectile hits cause defeated enemies to explode. Explosion scales with AoE size.;Ihre Projektiltreffer lassen besiegte Gegner explodieren. Die Explosion skaliert mit der AoE-Größe.;Vos coups de projectiles font exploser les ennemis vaincus. L'explosion augmente avec la taille de l'AoE.;I tuoi colpi di proiettile fanno esplodere i nemici sconfitti. L'esplosione varia in base alla dimensione dell'AoE.;Los impactos de tus proyectiles hacen explotar a los enemigos derrotados. La explosión aumenta con el tamaño de AoE.;你的射弹命中敌人后，会使被击倒的敌人爆炸。爆炸范围随 AoE 大小而扩大。;투사체가 적중하면 적중당한 적이 폭발합니다. 폭발은 광역 효과 크기에 따라 확장됩니다.;投擲した弾が当たった敵は爆発する。爆発はAoEの大きさによって変化する。;Os teus projécteis fazem com que os inimigos derrotados explodam. A explosão aumenta com o tamanho da área de ação.;Trafienia pociskami powodują eksplozję pokonanych wrogów. Eksplozja skaluje się wraz z rozmiarem obszaru działania.;Попадания ваших снарядов заставляют поверженных врагов взрываться. Взрыв зависит от размера АоЕ.;Mermi isabetleriniz yenilen düşmanların patlamasına neden olur. Patlama, etki alanı boyutuyla ölçeklenir.
SKILL_MELEE_DEATH_BURST_DESC;Your melee hits cause defeated enemies to explode. Explosion scales with AoE size.;Deine Nahkampftreffer lassen besiegte Feinde explodieren. Explosion skaliert mit der AoE-Größe.;Vos coups de mêlée font exploser les ennemis vaincus. L'explosion est proportionnelle à la taille de l'AoE.;I colpi in mischia fanno esplodere i nemici sconfitti. L'esplosione varia in base alle dimensioni dell'AoE.;Tus golpes cuerpo a cuerpo hacen explotar a los enemigos derrotados. La explosión varía con el tamaño de AoE.;你的近战攻击会使被击败的敌人爆炸。爆炸范围随 AoE 大小而变化。;근접 공격으로 적중한 적이 폭발합니다. 폭발은 범위 효과 크기에 따라 확장됩니다.;あなたの近接攻撃は倒した敵を爆発させる。爆発はAoEの大きさによって変化する。;Os teus golpes corpo a corpo fazem com que os inimigos derrotados explodam. A explosão aumenta com o tamanho da área de ação.;Trafienia w zwarciu powodują eksplozję pokonanych wrogów. Skala eksplozji zależy od zasięgu obszarowego.;Ваши удары в ближнем бою заставляют поверженных врагов взрываться. Взрыв зависит от размера АоЕ.;Yakın dövüş vuruşlarınız yenilen rakiplerin patlamasına neden olur. Patlama, etki alanı boyutuyla ölçeklenir.
SKILL_ATK_REP_RANGE_SWIRL_DESC;Your projectiles swirl around the shooting position.;Deine Projektile umkreisen die Schussposition.;Vos projectiles tournent autour de la position de tir.;I vostri proiettili turbinano intorno alla postazione di tiro.;Sus proyectiles se arremolinan alrededor del puesto de tiro.;你的弹丸在发射位置旋转。;発射された弾丸は射撃位置の周りを旋回する。;투사체가 발사 위치 주변을 소용돌이칩니다.;Os seus projécteis giram à volta da posição de tiro.;Pociski wirują wokół pozycji strzeleckiej.;Ваши снаряды кружатся вокруг стрелковой позиции.;Mermileriniz atış pozisyonunun etrafında dönüyor.
SKILL_ATK_REP_RANGE_REVERT_SHOT_DESC;Your projectiles return to you.;Deine Projektile kehren zu dir zurück.;Vos projectiles vous reviennent;I tuoi proiettili ritornano a te;Tus proyectiles vuelven a ti;投射物会折返。;発射された弾は自分に戻ってくる。;투사체는 자신에게로 돌아옵니다.;Os vossos projécteis voltam para vós.;Twoje pociski wracają do ciebie.;Ваши снаряды возвращаются к вам.;Mermileriniz size geri döner.
SKILL_ATK_REP_RANGE_RANGE_CONSTRUCT_DESC;Your range attacks create a range construct instead of attacking directly. The range construct performs 1 range attack each 2 seconds and triggers all On Attack and On Hit Effects like your attacks do. Multiple constructs can be active at a time.;Deine Fernkampfangriffe erschaffen ein Fernkampf-Konstrukt, anstatt direkt anzugreifen. Das Fernkampf-Konstrukt führt alle 2 s einen Fernkampfangriff aus und löst wie deine Angriffe alle Angriffs- und Treffereffekte aus. Es können mehrere Konstrukte gleichzeitig aktiv sein.;Vos attaques à distance créent une construction à distance au lieu d'attaquer directement. La construction à distance effectue une attaque à distance toutes les 2 secondes et déclenche tous les effets d'attaque et de toucher comme vos attaques. Plusieurs constructions peuvent être actives à la fois.;I tuoi attacchi a distanza creano un costrutto a distanza invece di attaccare direttamente. Il costrutto a distanza esegue 1 attacco a distanza ogni 2 secondi e attiva tutti gli effetti di Attacco e Colpo come i tuoi attacchi. Possono essere attivi più costrutti alla volta.;Tus ataques de alcance crean un constructo de alcance en lugar de atacar directamente. El constructo de alcance realiza 1 ataque de alcance cada 2 segundos y desencadena todos los efectos de Ataque y Golpe como tus ataques. Varios constructos pueden estar activos a la vez.;你的范围攻击创造了一个范围构造体，而不是直接攻击。范围构造体每2秒进行一次范围攻击，并像你的攻击一样触发所有攻击和命中效果。多个构装体可以同时激活。;範囲攻撃は直接攻撃するのではなく、範囲構築物を作成する。範囲構築物は2秒ごとに1回の範囲攻撃を行い、あなたの攻撃と同様にすべての攻撃時効果および命中時効果を発動する。一度に複数のコンストラクトをアクティブにすることができる。;범위 공격은 직접 공격하는 대신 범위 구조물을 생성합니다. 범위 구조물은 2초마다 범위 공격을 한 번씩 수행하며, 내 공격과 마찬가지로 모든 공격 시 효과와 적중 시 효과를 발동합니다. 한 번에 여러 구조물을 활성화할 수 있습니다.;Os vossos ataques de alcance criam uma construção de alcance em vez de atacarem directamente. A construção de alcance realiza 1 ataque de alcance a cada 2 segundos e desencadeia todos os efeitos On Attack e On Hit como os teus ataques fazem. As construções múltiplas podem estar activas de cada vez.;Twoje ataki zasięgowe tworzą konstrukt zasięgowy zamiast atakować bezpośrednio. Konstrukt zasięgowy wykonuje 1 atak zasięgowy co 2 sekundy i uruchamia wszystkie efekty ataku i trafienia, tak jak twoje ataki. Jednocześnie może być aktywnych wiele konstruktów.;Ваши атаки дальнего боя вместо прямой атаки создают конструкта дальнего боя. Конструкт дальности совершает 1 атаку дальности каждые 2 секунды и применяет все эффекты при атаке и попадании, как и ваши атаки. Одновременно могут быть активны несколько конструктов.;Menzil saldırılarınız, doğrudan saldırmak yerine bir menzil yapısı oluşturur. Menzil yapısı her 2 saniyede 1 menzil saldırısı gerçekleştirir ve saldırılarınız gibi tüm Saldırı ve İsabet Etkilerini tetikler. Aynı anda birden fazla yapı etkin olabilir.
SKILL_PET_SUMMON_BURST_DESC;Summon a ravaging companion on enemy death.;Ruft einen Verwüstenden Gefährten bei jedem gefallenen Gegner herbei.;Invoquer un compagnon ravageur à la mort de l'ennemi.;Evoca un compagno devastante alla morte del nemico.;Invoca a un compañero devastador al morir el enemigo.;在敌人死亡时召唤出一个残忍的同伴。;敵が死亡した際にRavaging Companionを召喚する。;적 사망 시 파괴적인 동료를 소환합니다.;Invocar um companheiro devastador sobre a morte do inimigo.;Przywołaj niszczycielskiego towarzysza po śmierci wroga.;Призовите опустошающего спутника при смерти врага.;Düşman öldüğünde yakıp yıkan bir yoldaş çağırın.
SKILL_PET_PERMA_RANGE_DESC;Summon a permanent falcon range companion.;Rufe einen permanenten Falkenbegleiter.;Invoquez un compagnon faucon à distance permanent.;Evoca un compagno falco a distanza permanente.;Invoca un compañero halcón a distancia permanente.;召唤一个永久的猎鹰远程伙伴。;永続的なファルコンの仲間を召喚する。;영구적인 매 원거리 동료를 소환합니다.;Invoque um companheiro falcão à distância permanente.;Przyzwij stałego towarzysza sokoła.;Призовите постоянного спутника-сокола.;Kalıcı bir şahin yoldaşı çağırın.
SKILL_PET_PERMA_MELEE_DESC;Summon a permanent melee wolf companion. ;Ruft einen permanenten Wolf-Nahkampf-Gefährten herbei. ;Invoque un compagnon loup de mêlée permanent. ;Evoca un compagno lupo da mischia permanente. ;Invoca a un compañero lobo permanente y cuerpo a cuerpo.;召唤一个永久的近战狼伙伴。;永続的なMeleeのWolf companionを召喚する。;영구적인 근접 늑대 동료를 소환합니다. ;Invocar um companheiro permanente de lobo corpo-a-corpo. ;Przywołuje na stałe wilczego towarzysza do walki wręcz.;Призовите постоянного спутника ближнего боя - волка.;Kalıcı bir yakın dövüşçü kurt yoldaşı çağır.
SKILL_PET_PERMA_MELEE_CHICKEN_DESC;Summon a permanent chicken melee companion. ;Ruft einen permanenten Huhn-Nahkampf-Gefährten herbei.;Invoque un compagnon de mêlée permanent en forme de poulet. ;Evoca un compagno di mischia pollo permanente. ;Invoca a un pollo de compañía permanente en el cuerpo a cuerpo.;召唤一个永久的咕咕鸡。;ニワトリのMeleeコンパニオンを召喚する。;영구적인 닭 근접 동료를 소환합니다. ;Invocar um companheiro permanente de luta corpo a corpo. ;Przywołuje na stałe kurczaka do walki wręcz.;Призовите постоянного куриного компаньона ближнего боя.;Kalıcı bir yakın dövüşçü tavuk yoldaşı çağır.
SKILL_ATK_REP_RANGE_CHARGE_DESC;You charge your shots to increase projectile size and the damage. Max charge time 3 seconds (x3 damage). Projectiles size additionally scales with area of effect.;Du kanalisierst deine Fernkampfangriffe, um die Projektilgröße und den Schaden zu erhöhen. Maximale Kanalisierungsdauer 3 s (x3 Schaden). Die Größe der Projektile skaliert zusätzlich mit dem Wirkungsbereich.;Vous chargez vos coups pour augmenter la taille du projectile et les dégâts. Temps de charge maximum : 3 secondes (x3 de dégâts). La taille des projectiles augmente également en fonction de la zone d'effet.;Carica i colpi per aumentare le dimensioni del proiettile e i danni. Tempo massimo di ricarica 3 secondi (x3 danni). Le dimensioni dei proiettili aumentano anche in base all'area d'effetto.;Cargas tus disparos para aumentar el tamaño del proyectil y el daño. Tiempo máximo de carga 3 segundos (x3 de daño). El tamaño de los proyectiles también depende del área de efecto.;你为你的射击充电，以增加弹丸的大小和伤害。最大充能时间为3秒（x3伤害）。投射物的大小会随着影响范围的扩大而变化。;ショットをチャージして弾丸のサイズとダメージを増加させる。最大チャージ時間は3秒(ダメージは3倍)。弾丸の大きさは効果範囲に比例して変化する。;사격을 충전하면 투사체의 크기와 공격력이 증가합니다. 최대 충전 시간은 3초(피해량 3배)입니다. 투사체의 크기는 효과 범위에 따라 추가로 증가합니다.;Carregue os seus tiros para aumentar o tamanho do projéctil e os danos. Tempo máximo de carga de 3 segundos (danos x3). O tamanho dos projécteis é adicionalmente dimensionado com a área de efeito.;Ładujesz swoje strzały, aby zwiększyć rozmiar pocisku i zadawane obrażenia. Maksymalny czas ładowania wynosi 3 sekundy (x3 obrażenia). Rozmiar pocisków dodatkowo skaluje się z obszarem działania.;Вы заряжаете свои выстрелы, чтобы увеличить размер снаряда и урон. Максимальное время зарядки - 3 секунды (х3 урона). Размер снарядов дополнительно зависит от площади поражения.;Mermi boyutunu ve hasarı artırmak için atışlarınızı şarj edersiniz. Maksimum şarj süresi 3 saniye (x3 hasar). Mermilerin boyutu ayrıca etki alanı ile ölçeklenir.
SKILL_ATK_REP_MELEE_BOOMERANG_DESC;You throw your melee weapon instead of swinging it.;Du wirfst deine Nahkampfwaffe, anstatt sie zu schwingen.;Vous lancez votre arme de mêlée au lieu de la balancer.;Lanci la tua arma da mischia invece di farla oscillare.;Lanzas tu arma cuerpo a cuerpo en lugar de blandirla.;你会投掷你的近战武器，而不是挥舞它。;近接武器を振り回す代わりに投げる。;근접 무기를 휘두르는 대신 던집니다.;Atira a sua arma de combate corpo a corpo em vez de a balançar.;Rzucasz bronią do walki wręcz zamiast nią wymachiwać.;Вы бросаете оружие ближнего боя, а не замахиваетесь им.;Yakın dövüş silahınızı savurmak yerine fırlatırsınız.
SKILL_ATK_REP_MELEE_CYCLIC_DESC;You swirl your melee weapon around.;Du wirbelst deine Nahkampfwaffe um dich herum, anstatt sie zu schwingen.;Vous faites tournoyer votre arme de mêlée.;Fai roteare la tua arma da mischia.;Haces girar tu arma cuerpo a cuerpo.;你会旋转起你的近战武器。;近接武器を振り回します。;근접 무기를 휘두릅니다.;Balanceia a sua arma de combate corpo a corpo.;Obracasz swoją broń do walki wręcz.;Вы закручиваете свое оружие ближнего боя.;Yakın dövüş silahını döndürüyorsun.
SKILL_ATK_REP_MELEE_TREMBLING_GROUND_DESC;You slam the ground in front of you creating a trembling shockwave traveling away from you. The shockwave is always triggering 3 On Hit Effects. The size of trembling ground is scaling with your AoE size.;Du schlägst auf den Boden vor dir und erzeugst eine bebende Schockwelle, die sich von dir weg bewegt. Die Schockwelle löst immer 3 Treffer-Effekte aus, anstatt nur einen. Die Größe skaliert mit der AoE-Größe.;Vous frappez le sol devant vous en créant une onde de choc tremblante qui s'éloigne de vous. L'onde de choc déclenche toujours 3 effets au toucher. La taille du sol tremblant est proportionnelle à la taille de votre AoE.;Si sbatte il terreno davanti a sé creando un'onda d'urto tremolante che si allontana da noi. L'onda d'urto innesca sempre 3 effetti di Colpo su Colpo. Le dimensioni del terreno tremante scalano con le dimensioni dell'AoE.;Golpeas el suelo frente a ti creando una temblorosa onda de choque que se aleja de ti. La onda de choque siempre desencadena 3 efectos al golpear. El tamaño del suelo tembloroso aumenta con el tamaño de tu AoE.;你猛击你面前的地面，产生一个颤抖的冲击波，从你身边走过。冲击波总是触发3个一击必杀效果。震动地面的大小与你的AOE大小成正比。;目の前の地面を叩き、震えるような衝撃波を発生させ、自分から遠ざかる。この衝撃波は常に3つのOn Hit効果を発生させる。震える地面の大きさはあなたのAoEサイズに比例する。;전방의 땅을 내리쳐 떨리는 충격파를 만들어 멀리 날려보냅니다. 충격파는 항상 3개의 적중 시 효과를 발동시킵니다. 떨리는 땅의 크기는 광역 효과 크기에 따라 증가합니다.;Bate no chão à sua frente criando uma tremenda onda de choque que se afasta de si. A onda de choque está sempre a desencadear 3 Efeitos de golpe. O tamanho do chão trémulo é escalonado com o seu tamanho de AoE.;Uderzasz w ziemię przed sobą, tworząc drżącą falę uderzeniową, która oddala się od ciebie. Fala uderzeniowa zawsze wywołuje 3 efekty przy trafieniu. Rozmiar drżącej ziemi skaluje się wraz z rozmiarem zasięgu obszarowego.;Вы ударяете по земле перед собой, создавая дрожащую ударную волну, уходящую от вас. Ударная волна всегда вызывает 3 эффекта при попадании. Размер дрожащей земли зависит от размера вашего АоЕ.;Önünüzdeki zemine çarparak sizden uzaklaşan titrek bir şok dalgası yaratırsınız. Şok dalgası her zaman 3 İsabet Etkisi tetikler. Titreyen zeminin boyutu, etki alanı boyutunuzla ölçeklenir.
SKILL_ATK_REP_MELEE_MELEE_CONSTRUCT_DESC;Your melee attacks create a melee construct instead of attacking directly. The melee construct performs 1 melee attack each 2 seconds and triggers all On Attack and On Hit Effects like your attacks do. Multiple constructs can be active at a time.;Deine Nahkampfangriffe erschaffen ein Nahkampf-Konstrukt, anstatt direkt anzugreifen. Das Nahkampf-Konstrukt führt alle 2 s 1 Nahkampfangriff aus und löst alle Angriffs- und Treffereffekte wie deine Angriffe aus. Es können mehrere Konstrukte gleichzeitig aktiv sein.;Vos attaques de mêlée créent une construction de mêlée au lieu d'attaquer directement. La construction de mêlée effectue 1 attaque de mêlée toutes les 2 secondes et déclenche tous les effets sur attaque et sur coup comme le font vos attaques. Plusieurs constructions peuvent être actives à la fois.;I vostri attacchi in mischia creano un costrutto da mischia invece di attaccare direttamente. Il costrutto da mischia esegue 1 attacco da mischia ogni 2 secondi e attiva tutti gli effetti di Attacco e Colpo come i vostri attacchi. Possono essere attivi più costrutti alla volta.;Tus ataques cuerpo a cuerpo crean un constructo cuerpo a cuerpo en lugar de atacar directamente. El constructo cuerpo a cuerpo realiza 1 ataque cuerpo a cuerpo cada 2 segundos y desencadena todos los Efectos al Ataque y al Golpe como lo hacen tus ataques. Pueden estar activos varios constructos a la vez.;你的近战攻击会产生一个近战构装，而不是直接攻击。近战构装体每2秒进行一次近战攻击，并像你的攻击一样触发所有攻击和命中效果。多个构装体可以同时激活。;あなたの近接攻撃は直接攻撃する代わりに近接構築物を作成する。このMeleeコンストラクトは2秒毎に1回のMelee攻撃を行い、あなたの攻撃と同様にOn AttackとOn Hitの効果を発動させる。一度に複数のコンストラクトをアクティブにすることができる。;근접 공격은 직접 공격하는 대신 근접 구조물을 생성합니다. 근접 구조물은 2초마다 근접 공격을 한 번씩 수행하며, 공격 시와 마찬가지로 모든 공격 시 효과와 적중 효과를 발동합니다. 한 번에 여러 구조물을 활성화할 수 있습니다.;Os vossos ataques corpo-a-corpo criam uma construção corpo-a-corpo em vez de atacarem directamente. A construção corpo-a-corpo realiza 1 ataque corpo-a-corpo a cada 2 segundos e desencadeia todos os Efeitos de Ataque e de Ataque como os teus ataques fazem. As construções múltiplas podem estar activas de cada vez.;Twoje ataki w walce wręcz tworzą konstrukt walczący w zwarciu zamiast atakować bezpośrednio. Konstrukt wykonuje 1 atak w walce wręcz co 2 sekundy i uruchamia wszystkie efekty ataku i trafienia, tak jak twoje ataki. Jednocześnie może być aktywnych kilka konstruktów.;Ваши атаки ближнего боя создают конструкта ближнего боя вместо того, чтобы атаковать напрямую. Конструкт ближнего боя совершает 1 атаку ближнего боя каждые 2 секунды и применяет все эффекты при атаке и попадании, как и ваши атаки. Одновременно могут быть активны несколько конструктов.;Yakın dövüş saldırılarınız, doğrudan saldırmak yerine bir yakın dövüş yapısı oluşturur. Yakın dövüş kurgusu her 2 saniyede 1 yakın dövüş saldırısı gerçekleştirir ve sizin saldırılarınız gibi tüm Saldırı ve İsabet Etkilerini tetikler. Aynı anda birden fazla yapı etkin olabilir.
